STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,,,,,,,,,,,
Yavapai,,,,35,"21,233",,,833,,"56,727",,"30,977",,"109,770",,,,
Total:,,,,51,"30,947",,,"1,280",,"81,990",,"45,576",,"159,793",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 2,,,,,,,,,,,,,,,,,,
Pima,,,,33,"33,517",,,459,,"22,263",,"26,121",,"82,360",,,,
Santa Cruz,,,,24,"13,726",,,129,,"4,540",,"8,476",,"26,871",,,,
Total:,,,,57,"47,243",,,588,,"26,803",,"34,597",,"109,231",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 3,,,,,,,,,,,,,,,,,,
Pima,,,,41,"53,549",,,699,,"17,109",,"31,056",,"102,413",,,,
Total:,,,,41,"53,549",,,699,,"17,109",,"31,056",,"102,413",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 4,,,,,,,,,,,,,,,,,,
Maricopa,,,,18,"10,690",,,270,,"11,969",,"12,092",,"35,021",,,,
Pima,,,,17,"8,001",,,85,,"2,533",,"4,908",,"15,527",,,,
Pinal,,,,1,151,,,0,,9,,89,,249,,,,
Yuma,,,,23,"21,584",,,257,,"9,238",,"18,799",,"49,878",,,,
Total:,,,,59,"40,426",,,612,,"23,749",,"35,888",,"100,675",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 5,,,,,,,,,,,,,,,,,,
La Paz,,,,11,"2,322",,,50,,"4,560",,"3,731",,"10,663",,,,
Mohave,,,,22,"20,703",,,743,,"63,579",,"42,184",,"127,209",,,,
Total:,,,,33,"23,025",,,793,,"68,139",,"45,915",,"137,872",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 6,,,,,,,,,,,,,,,,,,
Coconino,,,,45,"24,120",,,573,,"16,720",,"17,844",,"59,257",,,,
Gila,,,,18,"3,314",,,137,,"11,081",,"4,823",,"19,355",,,,
Navajo,,,,5,"2,859",,,117,,"9,946",,"4,213",,"17,135",,,,
Yavapai,,,,10,"11,641",,,307,,"15,373",,"13,512",,"40,833",,,,
Total:,,,,78,"41,934",,,"1,134",,"53,120",,"40,392",,"136,580",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 7,,,,,,,,,,,,,,,,,,
Apache,,,,44,"27,632",,,164,,"9,335",,"11,872",,"49,003",,,,
Coconino,,,,26,"11,761",,,149,,"4,573",,"6,649",,"23,132",,,,
Gila,,,,3,"1,861",,,8,,208,,928,,"3,005",,,,
Graham,,,,2,"1,373",,,6,,192,,628,,"2,199",,,,
Mohave,,,,2,283,,,3,,117,,365,,768,,,,
Navajo,,,,9,"22,506",,,267,,"13,113",,"13,741",,"49,627",,,,
Pinal,,,,1,0,,,0,,0,,0,,0,,,,
Total:,,,,87,"65,416",,,597,,"27,538",,"34,183",,"127,734",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 8,,,,,,,,,,,,,,,,,,
Gila,,,,18,"3,715",,,42,,"3,016",,"2,539",,"9,312",,,,
Pinal,,,,51,"30,730",,,713,,"34,701",,"35,759",,"101,903",,,,
Total:,,,,69,"34,445",,,755,,"37,717",,"38,298",,"111,215",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 9,,,,,,,,,,,,,,,,,,
Pima,,,,57,"55,805",,,965,,"37,523",,"35,521",,"129,814",,,,
Total:,,,,57,"55,805",,,965,,"37,523",,"35,521",,"129,814",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 10,,,,,,,,,,,,,,,,,,
Pima,,,,49,"53,013",,,"1,058",,"39,689",,"36,410",,"130,170",,,,
Total:,,,,49,"53,013",,,"1,058",,"39,689",,"36,410",,"130,170",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 11,,,,,,,,,,,,,,,,,,
Pima,,,,34,"26,156",,,639,,"35,956",,"24,541",,"87,292",,,,
Pinal,,,,27,"18,370",,,504,,"23,063",,"22,920",,"64,857",,,,
Total:,,,,61,"44,526",,,"1,143",,"59,019",,"47,461",,"152,149",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 12,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"39,031",,,"1,664",,"77,567",,"51,315",,"169,577",,,,
Pinal,,,,1,320,,,22,,926,,598,,"1,866",,,,
Total:,,,,38,"39,351",,,"1,686",,"78,493",,"51,913",,"171,443",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 13,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"25,162",,,740,,"40,901",,"30,935",,"97,738",,,,
Yuma,,,,21,"10,640",,,339,,"19,679",,"15,773",,"46,431",,,,
Total:,,,,50,"35,802",,,"1,079",,"60,580",,"46,708",,"144,169",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 14,,,,,,,,,,,,,,,,,,
Cochise,,,,49,"20,646",,,574,,"30,273",,"24,800",,"76,293",,,,
Graham,,,,20,"3,705",,,91,,"9,066",,"4,180",,"17,042",,,,
Greenlee,,,,8,"1,758",,,37,,"1,609",,"1,362",,"4,766",,,,
Pima,,,,18,"8,344",,,333,,"14,733",,"10,040",,"33,450",,,,
Total:,,,,95,"34,453",,,"1,035",,"55,681",,"40,382",,"131,551",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 15,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"38,077",,,"1,404",,"62,216",,"46,525",,"148,222",,,,
Total:,,,,42,"38,077",,,"1,404",,"62,216",,"46,525",,"148,222",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 16,,,,,,,,,,,,,,,,,,
Maricopa,,,,25,"22,379",,,904,,"40,428",,"32,110",,"95,821",,,,
Pinal,,,,21,"11,986",,,433,,"23,876",,"19,520",,"55,815",,,,
Total:,,,,46,"34,365",,,"1,337",,"64,304",,"51,630",,"151,636",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 17,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"45,151",,,"1,322",,"55,828",,"49,981",,"152,282",,,,
Total:,,,,40,"45,151",,,"1,322",,"55,828",,"49,981",,"152,282",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 18,,,,,,,,,,,,,,,,,,
Maricopa,,,,41,"52,841",,,"1,519",,"50,228",,"47,512",,"152,100",,,,
Total:,,,,41,"52,841",,,"1,519",,"50,228",,"47,512",,"152,100",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 19,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"43,123",,,690,,"15,639",,"35,506",,"94,958",,,,
Total:,,,,29,"43,123",,,690,,"15,639",,"35,506",,"94,958",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 20,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"39,906",,,"1,334",,"44,767",,"44,665",,"130,672",,,,
Total:,,,,47,"39,906",,,"1,334",,"44,767",,"44,665",,"130,672",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 21,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"38,858",,,"1,003",,"51,171",,"44,280",,"135,312",,,,
Total:,,,,42,"38,858",,,"1,003",,"51,171",,"44,280",,"135,312",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 22,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"39,040",,,"1,072",,"78,786",,"49,239",,"168,137",,,,
Total:,,,,48,"39,040",,,"1,072",,"78,786",,"49,239",,"168,137",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 23,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"42,564",,,"1,217",,"76,345",,"51,537",,"171,663",,,,
Total:,,,,57,"42,564",,,"1,217",,"76,345",,"51,537",,"171,663",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 24,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"53,718",,,"1,308",,"24,292",,"38,600",,"117,918",,,,
Total:,,,,40,"53,718",,,"1,308",,"24,292",,"38,600",,"117,918",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 25,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"34,085",,,"1,324",,"61,506",,"42,768",,"139,683",,,,
Total:,,,,42,"34,085",,,"1,324",,"61,506",,"42,768",,"139,683",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 26,,,,,,,,,,,,,,,,,,
Maricopa,,,,34,"41,183",,,"1,266",,"22,373",,"38,769",,"103,591",,,,
Total:,,,,34,"41,183",,,"1,266",,"22,373",,"38,769",,"103,591",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 27,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"53,141",,,758,,"14,651",,"36,559",,"105,109",,,,
Total:,,,,37,"53,141",,,758,,"14,651",,"36,559",,"105,109",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 28,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"46,431",,,"1,348",,"49,434",,"41,504",,"138,717",,,,
Total:,,,,57,"46,431",,,"1,348",,"49,434",,"41,504",,"138,717",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 29,,,,,,,,,,,,,,,,,,
Maricopa,,,,33,"38,534",,,701,,"15,403",,"33,276",,"87,914",,,,
Total:,,,,33,"38,534",,,701,,"15,403",,"33,276",,"87,914",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 30,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"36,290",,,725,,"16,794",,"32,728",,"86,537",,,,
Total:,,,,29,"36,290",,,725,,"16,794",,"32,728",,"86,537",,,,
,,,,,,,,,,,,,,,,,,
State Total:,,,,1489,"1,277,242",,,"31,752",,"1,370,887",,"1,249,379",,"3,929,260",,,,
Inactive,,,,,,,,,,,,,,,,,,
County,Precincts,,Date/Period,,,Democratic,,,Libertarian,Republican,Other,,Total,,,,,
,,,,,,,,,,,,,,,,,,
Apache,44,,JAN 2020,,,"1,335",,,11,621,853,,"2,820",,,,,
,44,,PPE 2020,,,"1,300",,,11,622,839,,"2,772",,,,,
,44,,APR 2020,,,"2,371",,,17,968,"1,435",,"4,791",,,,,
,,,,,,,,,,,,,,,,,,
Cochise,49,,JAN 2020,,,"3,104",,,122,"4,309","6,532",,"14,067",,,,,
,49,,PPE 2020,,,"2,952",,,117,"4,147","6,300",,"13,516",,,,,
,49,,APR 2020,,,"2,909",,,117,"4,114","6,240",,"13,380",,,,,
,,,,,,,,,,,,,,,,,,
Coconino,71,,JAN 2020,,,"3,738",,,142,"2,424","5,244",,"11,548",,,,,
,71,,PPE 2020,,,"4,643",,,184,"2,867","6,293",,"13,987",,,,,
,71,,APR 2020,,,"5,342",,,221,"3,528","7,382",,"16,473",,,,,
,,,,,,,,,,,,,,,,,,
Gila,39,,JAN 2020,,,978,,,19,"1,417","1,593",,"4,007",,,,,
,39,,PPE 2020,,,920,,,17,"1,314","1,493",,"3,744",,,,,
,39,,APR 2020,,,897,,,16,"1,259","1,443",,"3,615",,,,,
,,,,,,,,,,,,,,,,,,
Graham,22,,JAN 2020,,,603,,,14,800,957,,"2,374",,,,,
,22,,PPE 2020,,,805,,,13,768,932,,"2,518",,,,,
,22,,APR 2020,,,800,,,12,757,919,,"2,488",,,,,
,,,,,,,,,,,,,,,,,,
Greenlee,8,,JAN 2020,,,77,,,2,98,139,,316,,,,,
,8,,PPE 2020,,,112,,,0,91,128,,331,,,,,
,8,,APR 2020,,,109,,,0,88,126,,323,,,,,
,,,,,,,,,,,,,,,,,,
La Paz,11,,JAN 2020,,,502,,,11,681,963,,"2,157",,,,,
,11,,PPE 2020,,,550,,,11,673,946,,"2,180",,,,,
,11,,APR 2020,,,547,,,11,660,941,,"2,159",,,,,
,,,,,,,,,,,,,,,,,,
Maricopa,743,,JAN 2020,,,"63,830",,,"2,698","60,213","94,147",,"220,888",,,,,
,743,,PPE 2020,,,"80,988",,,"3,474","79,968","122,021",,"286,451",,,,,
,743,,APR 2020,,,"87,252",,,"3,372","78,276","119,751",,"288,651",,,,,
,,,,,,,,,,,,,,,,,,
Mohave,24,,JAN 2020,,,"2,838",,,141,"6,105","8,331",,"17,415",,,,,
,24,,PPE 2020,,,"2,869",,,137,"5,886","8,086",,"16,978",,,,,
,24,,APR 2020,,,"3,069",,,138,"5,794","7,983",,"16,984",,,,,
,,,,,,,,,,,,,,,,,,
Navajo,14,,JAN 2020,,,"3,308",,,100,"3,601","4,000",,"11,009",,,,,
,14,,PPE 2020,,,"3,163",,,92,"3,339","3,807",,"10,401",,,,,
,14,,APR 2020,,,"3,238",,,92,"3,270","3,761",,"10,361",,,,,
,,,,,,,,,,,,,,,,,,
Pima,249,,JAN 2020,,,"23,426",,,809,"17,000","30,736",,"71,971",,,,,
,249,,PPE 2020,,,"21,629",,,747,"16,100","29,165",,"67,641",,,,,
,249,,APR 2020,,,"24,452",,,865,"18,669","33,352",,"77,338",,,,,
,,,,,,,,,,,,,,,,,,
Pinal,102,,JAN 2020,,,"3,651",,,173,"4,664","7,894",,"16,382",,,,,
,102,,PPE 2020,,,"3,358",,,146,"4,242","7,426",,"15,172",,,,,
,102,,APR 2020,,,"3,258",,,139,"4,165","7,303",,"14,865",,,,,
,,,,,,,,,,,,,,,,,,
Santa Cruz,24,,JAN 2020,,,444,,,5,115,413,,977,,,,,
,24,,PPE 2020,,,529,,,5,105,391,,"1,030",,,,,
,24,,APR 2020,,,515,,,5,105,379,,"1,004",,,,,
,,,,,,,,,,,,,,,,,,
Yavapai,45,,JAN 2020,,,"3,477",,,233,"6,600","7,998",,"18,308",,,,,
,45,,PPE 2020,,,"3,940",,,222,"6,202","7,641",,"18,005",,,,,
,45,,APR 2020,,,"3,629",,,210,"5,970","7,404",,"17,213",,,,,
,,,,,,,,,,,,,,,,,,
Yuma,44,,JAN 2020,,,"6,981",,,229,"6,552","12,224",,"25,986",,,,,
,44,,PPE 2020,,,"7,262",,,222,"6,507","12,081",,"26,072",,,,,
,44,,APR 2020,,,"7,557",,,218,"6,395","11,885",,"26,055",,,,,
,,,,,,,,,,,,,,,,,,
Totals:,"1,489",,JAN 2020,,,"118,292",,,"4,709","115,200","182,024",,"420,225",,,,,
,"1,489",,PPE 2020,,,"135,020",,,"5,398","132,831","207,549",,"480,798",,,,,
,"1,489",,APR 2020,,,"145,945",,,"5,433","134,018","210,304",,"495,700",,,,,
,,,,,,,,,,,,,,,,,,
Percentages:,,,JAN 2020,,,28.15,,,1.12,27.41,43.32,,,,,,,
,,,PPE 2020,,,28.08,,,1.12,27.63,43.17,,,,,,,
,,,APR 2020,,,29.44,,,1.10,27.04,42.43,,,,,,,
,,,,,,,,,,,,,,,,,,
Inactive,,,,,,,,,,,,,,,,,,
District,,,,Precincts,Democratic,,,Libertarian,,Republican,,Other,,Total,,,,
,,,,,,,,,,,,,,,,,,
Congressional District 1,,,,,,,,,,,,,,,,,,
Apache,,,,44,"2,371",,,17,,968,,"1,435",,"4,791",,,,
Coconino,,,,71,"5,342",,,221,,"3,528",,"7,382",,"16,473",,,,
Gila,,,,22,579,,,3,,294,,636,,"1,512",,,,
Graham,,,,22,800,,,12,,757,,919,,"2,488",,,,
Greenlee,,,,8,109,,,0,,88,,126,,323,,,,
Maricopa,,,,3,42,,,0,,7,,30,,79,,,,
Mohave,,,,2,11,,,0,,11,,20,,42,,,,
Navajo,,,,14,"3,238",,,92,,"3,270",,"3,761",,"10,361",,,,
Pima,,,,26,"1,868",,,93,,"3,079",,"3,244",,"8,284",,,,
Pinal,,,,60,"2,126",,,56,,"2,021",,"3,932",,"8,135",,,,
Yavapai,,,,7,685,,,24,,561,,"1,032",,"2,302",,,,
Total:,,,,279,"17,171",,,518,,"14,584",,"22,517",,"54,790",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 2,,,,,,,,,,,,,,,,,,
Cochise,,,,49,"2,909",,,117,,"4,114",,"6,240",,"13,380",,,,
Pima,,,,146,"14,655",,,586,,"12,348",,"21,272",,"48,861",,,,
Total:,,,,195,"17,564",,,703,,"16,462",,"27,512",,"62,241",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 3,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"6,415",,,184,,"4,227",,"9,221",,"20,047",,,,
Pima,,,,77,"7,929",,,186,,"3,242",,"8,836",,"20,193",,,,
Pinal,,,,1,11,,,0,,2,,4,,17,,,,
Santa Cruz,,,,24,515,,,5,,105,,379,,"1,004",,,,
Yuma,,,,29,"5,076",,,129,,"2,897",,"6,943",,"15,045",,,,
Total:,,,,178,"19,946",,,504,,"10,473",,"25,383",,"56,306",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 4,,,,,,,,,,,,,,,,,,
Gila,,,,17,318,,,13,,965,,807,,"2,103",,,,
La Paz,,,,11,547,,,11,,660,,941,,"2,159",,,,
Maricopa,,,,18,557,,,23,,"1,284",,"1,157",,"3,021",,,,
Mohave,,,,22,"3,058",,,138,,"5,783",,"7,963",,"16,942",,,,
Pinal,,,,41,"1,121",,,83,,"2,142",,"3,367",,"6,713",,,,
Yavapai,,,,38,"2,944",,,186,,"5,409",,"6,372",,"14,911",,,,
Yuma,,,,15,"2,481",,,89,,"3,498",,"4,942",,"11,010",,,,
Total:,,,,162,"11,026",,,543,,"19,741",,"25,549",,"56,859",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 5,,,,,,,,,,,,,,,,,,
Maricopa,,,,128,"11,212",,,637,,"18,425",,"18,234",,"48,508",,,,
Total:,,,,128,"11,212",,,637,,"18,425",,"18,234",,"48,508",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 6,,,,,,,,,,,,,,,,,,
Maricopa,,,,157,"13,596",,,669,,"17,459",,"21,997",,"53,721",,,,
Total:,,,,157,"13,596",,,669,,"17,459",,"21,997",,"53,721",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 7,,,,,,,,,,,,,,,,,,
Maricopa,,,,107,"20,737",,,460,,"6,321",,"21,664",,"49,182",,,,
Total:,,,,107,"20,737",,,460,,"6,321",,"21,664",,"49,182",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 8,,,,,,,,,,,,,,,,,,
