"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2024 General Election","02022","TOWN OF SANBORN - ASHLAND COUNTY","16","16","0","0"
"2024 General Election","02024","TOWN OF SHANAGOLDEN - ASHLAND COUNTY","5","0","0",""
"2024 General Election","02026","TOWN OF WHITE RIVER - ASHLAND COUNTY","32","32","0","0"
"2024 General Election","02106","VILLAGE OF BUTTERNUT - ASHLAND COUNTY","7","0","0",""
"2024 General Election","02201","CITY OF ASHLAND - MULTIPLE COUNTIES","493","466","0","0"
"2024 General Election","02251","CITY OF MELLEN - ASHLAND COUNTY","27","27","0","0"
"2024 General Election","03002","TOWN OF ALMENA - BARRON COUNTY","52","48","0","0"
"2024 General Election","03004","TOWN OF ARLAND - BARRON COUNTY","14","0","0",""
"2024 General Election","03006","TOWN OF BARRON - BARRON COUNTY","16","15","0","0"
"2024 General Election","03008","TOWN OF BEAR LAKE - BARRON COUNTY","32","32","0","0"
"2024 General Election","03010","TOWN OF CEDAR LAKE - BARRON COUNTY","75","75","0","0"
"2024 General Election","03012","TOWN OF CHETEK - BARRON COUNTY","113","113","0","0"
"2024 General Election","03014","TOWN OF CLINTON - BARRON COUNTY","26","26","0","0"
"2024 General Election","03016","TOWN OF CRYSTAL LAKE - BARRON COUNTY","23","23","0","0"
"2024 General Election","03018","TOWN OF CUMBERLAND - BARRON COUNTY","26","26","0","0"
"2024 General Election","03020","TOWN OF DALLAS - BARRON COUNTY","19","15","0","0"
"2024 General Election","03022","TOWN OF DOVRE - BARRON COUNTY","32","32","0","0"
"2024 General Election","03024","TOWN OF DOYLE - BARRON COUNTY","14","14","0","0"
"2024 General Election","03026","TOWN OF LAKELAND - BARRON COUNTY","45","45","0","0"
"2024 General Election","03028","TOWN OF MAPLE GROVE - BARRON COUNTY","28","27","0","0"
"2024 General Election","03030","TOWN OF MAPLE PLAIN - BARRON COUNTY","55","54","0","0"
"2024 General Election","03032","TOWN OF OAK GROVE - BARRON COUNTY","28","28","0","0"
"2024 General Election","03034","TOWN OF PRAIRIE FARM - BARRON COUNTY","7","7","0","0"
"2024 General Election","03036","TOWN OF PRAIRIE LAKE - BARRON COUNTY","72","71","0","0"
"2024 General Election","03038","TOWN OF RICE LAKE - BARRON COUNTY","155","154","0","0"
"2024 General Election","03040","TOWN OF SIOUX CREEK - BARRON COUNTY","17","17","0","0"
"2024 General Election","03042","TOWN OF STANFOLD - BARRON COUNTY","17","17","0","0"
"2024 General Election","03044","TOWN OF STANLEY - BARRON COUNTY","126","126","0","0"
"2024 General Election","03046","TOWN OF SUMNER - BARRON COUNTY","13","13","0","0"
"2024 General Election","03048","TOWN OF TURTLE LAKE - BARRON COUNTY","12","12","0","0"
"2024 General Election","03050","TOWN OF VANCE CREEK - BARRON COUNTY","3","3","0","0"
"2024 General Election","03101","VILLAGE OF ALMENA - BARRON COUNTY","11","11","0","0"
"2024 General Election","03111","VILLAGE OF CAMERON - BARRON COUNTY","49","49","0","0"
"2024 General Election","03116","VILLAGE OF DALLAS - BARRON COUNTY","2","0","0",""
"2024 General Election","03136","VILLAGE OF HAUGEN - BARRON COUNTY","8","7","0","0"
"2024 General Election","03171","VILLAGE OF PRAIRIE FARM - BARRON COUNTY","3","3","0","0"
"2024 General Election","03186","VILLAGE OF TURTLE LAKE - MULTIPLE COUNTIES","22","22","0","0"
"2024 General Election","03206","CITY OF BARRON - BARRON COUNTY","170","169","0","0"
"2024 General Election","03211","CITY OF CHETEK - BARRON COUNTY","90","89","0","0"
"2024 General Election","03212","CITY OF CUMBERLAND - BARRON COUNTY","144","143","0","0"
"2024 General Election","03276","CITY OF RICE LAKE - BARRON COUNTY","478","477","2","0"
"2024 General Election","04002","TOWN OF BARKSDALE - BAYFIELD COUNTY","27","0","0",""
"2024 General Election","04004","TOWN OF BARNES - BAYFIELD COUNTY","85","66","0","0"
"2024 General Election","04006","TOWN OF BAYFIELD - BAYFIELD COUNTY","84","82","0","0"
"2024 General Election","04008","TOWN OF BAYVIEW - BAYFIELD COUNTY","46","46","0","0"
"2024 General Election","04010","TOWN OF BELL - BAYFIELD COUNTY","46","46","0","0"
"2024 General Election","04012","TOWN OF CABLE - BAYFIELD COUNTY","74","73","0","0"
"2024 General Election","04014","TOWN OF CLOVER - BAYFIELD COUNTY","26","21","0","0"
"2024 General Election","04016","TOWN OF DELTA - BAYFIELD COUNTY","36","36","0","0"
"2024 General Election","04018","TOWN OF DRUMMOND - BAYFIELD COUNTY","43","25","0","0"
"2024 General Election","04020","TOWN OF EILEEN - BAYFIELD COUNTY","23","23","0","0"
"2024 General Election","04021","TOWN OF GRAND VIEW - BAYFIELD COUNTY","41","41","0","0"
"2024 General Election","04022","TOWN OF HUGHES - BAYFIELD COUNTY","42","0","0",""
"2024 General Election","04024","TOWN OF IRON RIVER - BAYFIELD COUNTY","70","64","0","0"
"2024 General Election","04026","TOWN OF KELLY - BAYFIELD COUNTY","22","20","0","0"
"2024 General Election","04028","TOWN OF KEYSTONE - BAYFIELD COUNTY","17","0","0",""
"2024 General Election","04030","TOWN OF LINCOLN - BAYFIELD COUNTY","24","24","0","0"
"2024 General Election","04032","TOWN OF MASON - BAYFIELD COUNTY","11","0","0",""
"2024 General Election","04034","TOWN OF NAMAKAGON - BAYFIELD COUNTY","23","23","0","0"
"2024 General Election","04036","TOWN OF ORIENTA - BAYFIELD COUNTY","6","6","0","0"
"2024 General Election","04038","TOWN OF OULU - BAYFIELD COUNTY","38","37","0","0"
"2024 General Election","04040","TOWN OF PILSEN - BAYFIELD COUNTY","5","0","0",""
"2024 General Election","04042","TOWN OF PORT WING - BAYFIELD COUNTY","32","31","0","0"
"2024 General Election","04046","TOWN OF RUSSELL - BAYFIELD COUNTY","52","51","0","0"
"2024 General Election","04048","TOWN OF TRIPP - BAYFIELD COUNTY","6","0","0",""
"2024 General Election","04050","TOWN OF WASHBURN - BAYFIELD COUNTY","51","50","0","0"
"2024 General Election","04151","VILLAGE OF MASON - BAYFIELD COUNTY","9","0","0",""
"2024 General Election","04206","CITY OF BAYFIELD - BAYFIELD COUNTY","55","54","0","0"
"2024 General Election","04291","CITY OF WASHBURN - BAYFIELD COUNTY","200","198","0","0"
"2024 General Election","05010","TOWN OF EATON - BROWN COUNTY","74","60","0","0"
"2024 General Election","05012","TOWN OF GLENMORE - BROWN COUNTY","52","51","0","0"
"2024 General Election","05014","TOWN OF GREEN BAY - BROWN COUNTY","149","2","0","0"
"2024 General Election","05018","TOWN OF HOLLAND - BROWN COUNTY","87","12","0","0"
"2024 General Election","05022","TOWN OF HUMBOLDT - BROWN COUNTY","48","47","0","0"
"2024 General Election","05024","TOWN OF LAWRENCE - BROWN COUNTY","501","497","0","0"
"2024 General Election","05025","TOWN OF LEDGEVIEW - BROWN COUNTY","948","944","0","0"
"2024 General Election","05026","TOWN OF MORRISON - BROWN COUNTY","51","0","0",""
"2024 General Election","05028","TOWN OF NEW DENMARK - BROWN COUNTY","66","65","1","0"
"2024 General Election","05030","TOWN OF PITTSFIELD - BROWN COUNTY","245","189","0","0"
"2024 General Election","05034","TOWN OF ROCKLAND - BROWN COUNTY","72","72","0","0"
"2024 General Election","05036","TOWN OF SCOTT - BROWN COUNTY","287","286","0","0"
"2024 General Election","05040","TOWN OF WRIGHTSTOWN - BROWN COUNTY","118","118","0","0"
"2024 General Election","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","1289","1275","0","0"
"2024 General Election","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","1320","1177","0","0"
"2024 General Election","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","1634","1443","25","0"
"2024 General Election","05116","VILLAGE OF DENMARK - BROWN COUNTY","109","109","0","0"
"2024 General Election","05121","VILLAGE OF GREENLEAF - BROWN COUNTY","21","21","0","0"
"2024 General Election","05126","VILLAGE OF HOBART - BROWN COUNTY","957","945","0","0"
"2024 General Election","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","1740","1732","67","0"
"2024 General Election","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","256","224","0","0"
"2024 General Election","05178","VILLAGE OF SUAMICO - BROWN COUNTY","918","908","0","0"
"2024 General Election","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","139","138","2","0"
"2024 General Election","05216","CITY OF DE PERE - BROWN COUNTY","2293","2166","0","0"
"2024 General Election","05231","CITY OF GREEN BAY - BROWN COUNTY","7207","6935","0","0"
"2024 General Election","06002","TOWN OF ALMA - BUFFALO COUNTY","4","0","0",""
"2024 General Election","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","9","8","0","0"
"2024 General Election","06006","TOWN OF BUFFALO - BUFFALO COUNTY","11","0","0",""
"2024 General Election","06008","TOWN OF CANTON - BUFFALO COUNTY","2","2","0","0"
"2024 General Election","06010","TOWN OF CROSS - BUFFALO COUNTY","20","20","0","0"
"2024 General Election","06012","TOWN OF DOVER - BUFFALO COUNTY","4","0","0",""
"2024 General Election","06014","TOWN OF GILMANTON - BUFFALO COUNTY","3","0","0",""
"2024 General Election","06016","TOWN OF GLENCOE - BUFFALO COUNTY","3","1","0","0"
"2024 General Election","06018","TOWN OF LINCOLN - BUFFALO COUNTY","9","0","0",""
"2024 General Election","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","22","20","0","0"
"2024 General Election","06022","TOWN OF MILTON - BUFFALO COUNTY","12","12","0","0"
"2024 General Election","06024","TOWN OF MODENA - BUFFALO COUNTY","1","0","0",""
"2024 General Election","06026","TOWN OF MONDOVI - BUFFALO COUNTY","8","7","0","0"
"2024 General Election","06028","TOWN OF MONTANA - BUFFALO COUNTY","2","1","0","0"
"2024 General Election","06030","TOWN OF NAPLES - BUFFALO COUNTY","16","0","0",""
"2024 General Election","06032","TOWN OF NELSON - BUFFALO COUNTY","23","23","0","0"
"2024 General Election","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","14","0","0",""
"2024 General Election","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","16","16","0","0"
"2024 General Election","06201","CITY OF ALMA - BUFFALO COUNTY","42","42","0","0"
"2024 General Election","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","31","31","0","0"
"2024 General Election","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","15","14","0","0"
"2024 General Election","06251","CITY OF MONDOVI - BUFFALO COUNTY","88","76","0","0"
"2024 General Election","07002","TOWN OF ANDERSON - BURNETT COUNTY","15","15","0","0"
"2024 General Election","07004","TOWN OF BLAINE - BURNETT COUNTY","13","0","0",""
"2024 General Election","07006","TOWN OF DANIELS - BURNETT COUNTY","33","33","0","0"
"2024 General Election","07008","TOWN OF DEWEY - BURNETT COUNTY","8","8","0","0"
"2024 General Election","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","57","54","0","0"
"2024 General Election","07012","TOWN OF JACKSON - BURNETT COUNTY","53","3","0","0"
"2024 General Election","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","24","22","0","0"
"2024 General Election","07016","TOWN OF LINCOLN - BURNETT COUNTY","8","0","0",""
"2024 General Election","07018","TOWN OF MEENON - BURNETT COUNTY","40","36","0","0"
"2024 General Election","07020","TOWN OF OAKLAND - BURNETT COUNTY","106","106","0","0"
"2024 General Election","07022","TOWN OF ROOSEVELT - BURNETT COUNTY","7","3","0","0"
"2024 General Election","07024","TOWN OF RUSK - BURNETT COUNTY","14","14","0","0"
"2024 General Election","07026","TOWN OF SAND LAKE - BURNETT COUNTY","36","36","0","0"
"2024 General Election","07028","TOWN OF SCOTT - BURNETT COUNTY","58","55","0","0"
"2024 General Election","07030","TOWN OF SIREN - BURNETT COUNTY","55","53","0","0"
"2024 General Election","07032","TOWN OF SWISS - BURNETT COUNTY","52","0","0",""
"2024 General Election","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","59","56","0","0"
"2024 General Election","07036","TOWN OF UNION - BURNETT COUNTY","29","0","0",""
"2024 General Election","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","45","44","0","0"
"2024 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","13","13","0","0"
"2024 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","38","38","0","0"
"2024 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","69","55","0","0"
"2024 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","20","20","0","0"
"2024 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","24","24","0","0"
"2024 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","72","70","0","0"
"2024 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","60","57","0","0"
"2024 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","35","33","0","0"
"2024 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","50","48","0","0"
"2024 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","62","62","0","0"
"2024 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","28","28","0","0"
"2024 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","117","113","0","0"
"2024 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","32","32","0","0"
"2024 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","1364","1348","0","0"
"2024 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","26","25","0","0"
"2024 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","4","0","0",""
"2024 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","210","207","0","0"
"2024 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","43","43","0","0"
"2024 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","138","137","0","0"
"2024 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","163","161","0","0"
"2024 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","189","189","4","0"
"2024 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","140","138","0","0"
"2024 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","21","21","0","0"
"2024 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","18","18","0","0"
"2024 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","32","31","0","0"
"2024 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","38","38","0","0"
"2024 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","26","26","0","0"
"2024 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","20","19","0","0"
"2024 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","15","15","0","0"
"2024 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","26","26","0","0"
"2024 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","344","332","0","0"
"2024 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","22","21","0","0"
"2024 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","13","13","0","0"
"2024 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","23","23","0","0"
"2024 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","16","16","0","0"
"2024 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","17","16","0","0"
"2024 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","366","364","1","0"
"2024 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","62","62","0","0"
"2024 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","15","14","0","0"
"2024 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","61","57","0","0"
"2024 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","34","32","0","0"
"2024 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","83","76","0","0"
"2024 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","194","186","0","0"
"2024 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","53","51","0","0"
"2024 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","11","11","0","0"
"2024 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","38","37","0","0"
"2024 General Election","09128","VILLAGE OF LAKE HALLIE - MULTIPLE COUNTIES","385","381","7","0"
"2024 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","7","7","0","0"
"2024 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","238","210","0","0"
"2024 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","843","832","0","0"
"2024 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","56","38","1","0"
"2024 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","47","45","0","0"
"2024 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","12","0","0",""
"2024 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","3","0","0",""
"2024 General Election","10006","TOWN OF COLBY - CLARK COUNTY","6","1","0","0"
"2024 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","6","1","0","0"
"2024 General Election","10010","TOWN OF EATON - CLARK COUNTY","24","18","0","0"
"2024 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","6","5","0","0"
"2024 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","26","26","0","0"
"2024 General Election","10016","TOWN OF GRANT - CLARK COUNTY","25","20","0","0"
"2024 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","14","0","0",""
"2024 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","14","0","0",""
"2024 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","21","0","0",""
"2024 General Election","10024","TOWN OF HIXON - CLARK COUNTY","15","0","0",""
"2024 General Election","10026","TOWN OF HOARD - CLARK COUNTY","76","5","0","0"
"2024 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","21","19","0","0"
"2024 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","10","9","0","0"
"2024 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","6","0","0",""
"2024 General Election","10034","TOWN OF LYNN - CLARK COUNTY","19","19","0","0"
"2024 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","18","18","0","0"
"2024 General Election","10038","TOWN OF MEAD - CLARK COUNTY","7","6","0","0"
"2024 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","16","8","0","0"
"2024 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","47","47","0","0"
"2024 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","5","0","0",""
"2024 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","21","17","0","0"
"2024 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","25","1","0","0"
"2024 General Election","10052","TOWN OF THORP - CLARK COUNTY","25","11","0","0"
"2024 General Election","10054","TOWN OF UNITY - CLARK COUNTY","19","13","0","0"
"2024 General Election","10056","TOWN OF WARNER - CLARK COUNTY","7","5","0","0"
"2024 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","13","13","2","0"
"2024 General Election","10060","TOWN OF WESTON - CLARK COUNTY","13","11","0","0"
"2024 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","25","18","0","0"
"2024 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","12","12","0","0"
"2024 General Election","10066","TOWN OF YORK - CLARK COUNTY","18","18","0","0"
"2024 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","2","0","0",""
"2024 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","16","15","0","0"
"2024 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","7","0","0",""
"2024 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","6","6","0","0"
"2024 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","40","39","2","0"
"2024 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","77","41","0","0"
"2024 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","39","35","1","0"
"2024 General Election","10246","CITY OF LOYAL - CLARK COUNTY","33","33","0","0"
"2024 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","115","114","0","0"
"2024 General Election","10265","CITY OF OWEN - CLARK COUNTY","12","10","0","0"
"2024 General Election","10286","CITY OF THORP - CLARK COUNTY","48","45","0","0"
"2024 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","51","50","0","0"
"2024 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","127","127","0","0"
"2024 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","16","16","0","0"
"2024 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","13","0","0",""
"2024 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","213","208","0","0"
"2024 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","49","49","0","0"
"2024 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","30","29","0","0"
"2024 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","26","26","0","0"
"2024 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","37","37","0","0"
"2024 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","59","59","0","0"
"2024 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","267","267","0","0"
"2024 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","60","59","0","0"
"2024 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","33","0","0",""
"2024 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","32","32","0","0"
"2024 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","26","25","0","0"
"2024 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","263","261","0","0"
"2024 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","27","27","0","0"
"2024 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","16","16","0","0"
"2024 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","26","25","0","0"
"2024 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","153","151","0","0"
"2024 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","107","105","0","0"
"2024 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","31","28","0","0"
"2024 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","27","27","0","0"
"2024 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","8","8","0","0"
"2024 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","68","67","0","0"
"2024 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","10","9","0","0"
"2024 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","60","60","0","0"
"2024 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","148","145","0","0"
"2024 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","42","42","0","0"
"2024 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","26","18","0","0"
"2024 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","377","372","0","0"
"2024 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","268","245","0","0"
"2024 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","815","766","3","0"
"2024 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","155","146","0","0"
"2024 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","60","59","0","0"
"2024 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","40","0","0",""
"2024 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","28","0","0",""
"2024 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","72","65","0","0"
"2024 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","8","6","0","0"
"2024 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","8","0","0",""
"2024 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","35","0","0",""
"2024 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","24","23","0","0"
"2024 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","32","31","0","0"
"2024 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","16","0","0",""
"2024 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","11","11","0","0"
"2024 General Election","12106","VILLAGE OF BELL CENTER - CRAWFORD COUNTY","3","1","0","0"
"2024 General Election","12121","VILLAGE OF EASTMAN - CRAWFORD COUNTY","1","1","0","0"
"2024 General Election","12126","VILLAGE OF FERRYVILLE - CRAWFORD COUNTY","10","10","0","0"
"2024 General Election","12131","VILLAGE OF GAYS MILLS - CRAWFORD COUNTY","30","29","0","0"
