"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","02006","TOWN OF CHIPPEWA - ASHLAND COUNTY","55","55","46","3"
"2020 General Election","02008","TOWN OF GINGLES - ASHLAND COUNTY","176","176","151","1"
"2020 General Election","02010","TOWN OF GORDON - ASHLAND COUNTY","45","45","35","3"
"2020 General Election","02012","TOWN OF JACOBS - ASHLAND COUNTY","92","91","64","0"
"2020 General Election","02014","TOWN OF LA POINTE - ASHLAND COUNTY","151","151","134","39"
"2020 General Election","02016","TOWN OF MARENGO - ASHLAND COUNTY","64","64","49","0"
"2020 General Election","02018","TOWN OF MORSE - ASHLAND COUNTY","135","133","114","0"
"2020 General Election","02020","TOWN OF PEEKSVILLE - ASHLAND COUNTY","30","28","19","0"
"2020 General Election","02022","TOWN OF SANBORN - ASHLAND COUNTY","109","108","77","0"
"2020 General Election","02024","TOWN OF SHANAGOLDEN - ASHLAND COUNTY","25","25","23","0"
"2020 General Election","02026","TOWN OF WHITE RIVER - ASHLAND COUNTY","125","123","88","14"
"2020 General Election","02106","VILLAGE OF BUTTERNUT - ASHLAND COUNTY","55","55","44","6"
"2020 General Election","02201","CITY OF ASHLAND - MULTIPLE COUNTIES","2252","2250","1853","204"
"2020 General Election","02251","CITY OF MELLEN - ASHLAND COUNTY","118","116","103","0"
"2020 General Election","03002","TOWN OF ALMENA - BARRON COUNTY","182","178","142","42"
"2020 General Election","03004","TOWN OF ARLAND - BARRON COUNTY","100","100","67","1"
"2020 General Election","03006","TOWN OF BARRON - BARRON COUNTY","120","119","73","14"
"2020 General Election","03008","TOWN OF BEAR LAKE - BARRON COUNTY","153","153","107","18"
"2020 General Election","03010","TOWN OF CEDAR LAKE - BARRON COUNTY","328","319","250","21"
"2020 General Election","03012","TOWN OF CHETEK - BARRON COUNTY","480","477","397","96"
"2020 General Election","03014","TOWN OF CLINTON - BARRON COUNTY","96","89","73","0"
"2020 General Election","03016","TOWN OF CRYSTAL LAKE - BARRON COUNTY","101","101","64","11"
"2020 General Election","03018","TOWN OF CUMBERLAND - BARRON COUNTY","136","136","99","13"
"2020 General Election","03020","TOWN OF DALLAS - BARRON COUNTY","86","85","62","6"
"2020 General Election","03022","TOWN OF DOVRE - BARRON COUNTY","114","114","80","8"
"2020 General Election","03024","TOWN OF DOYLE - BARRON COUNTY","91","91","53","5"
"2020 General Election","03026","TOWN OF LAKELAND - BARRON COUNTY","195","195","128","16"
"2020 General Election","03028","TOWN OF MAPLE GROVE - BARRON COUNTY","146","137","92","10"
"2020 General Election","03030","TOWN OF MAPLE PLAIN - BARRON COUNTY","162","162","106","16"
"2020 General Election","03032","TOWN OF OAK GROVE - BARRON COUNTY","176","174","127","10"
"2020 General Election","03034","TOWN OF PRAIRIE FARM - BARRON COUNTY","43","19","0","0"
"2020 General Election","03036","TOWN OF PRAIRIE LAKE - BARRON COUNTY","359","355","287","59"
"2020 General Election","03038","TOWN OF RICE LAKE - BARRON COUNTY","930","929","794","248"
"2020 General Election","03040","TOWN OF SIOUX CREEK - BARRON COUNTY","142","142","104","22"
"2020 General Election","03042","TOWN OF STANFOLD - BARRON COUNTY","160","160","132","59"
"2020 General Election","03044","TOWN OF STANLEY - BARRON COUNTY","579","579","469","102"
"2020 General Election","03046","TOWN OF SUMNER - BARRON COUNTY","116","116","100","24"
"2020 General Election","03048","TOWN OF TURTLE LAKE - BARRON COUNTY","72","67","44","6"
"2020 General Election","03050","TOWN OF VANCE CREEK - BARRON COUNTY","62","59","42","2"
"2020 General Election","03101","VILLAGE OF ALMENA - BARRON COUNTY","72","72","51","14"
"2020 General Election","03111","VILLAGE OF CAMERON - BARRON COUNTY","292","292","223","78"
"2020 General Election","03116","VILLAGE OF DALLAS - BARRON COUNTY","41","41","30","5"
"2020 General Election","03136","VILLAGE OF HAUGEN - BARRON COUNTY","27","27","21","4"
"2020 General Election","03171","VILLAGE OF PRAIRIE FARM - BARRON COUNTY","26","26","22","0"
"2020 General Election","03186","VILLAGE OF TURTLE LAKE - MULTIPLE COUNTIES","110","110","83","18"
"2020 General Election","03206","CITY OF BARRON - BARRON COUNTY","719","718","579","148"
"2020 General Election","03211","CITY OF CHETEK - BARRON COUNTY","499","499","423","143"
"2020 General Election","03212","CITY OF CUMBERLAND - BARRON COUNTY","540","537","436","119"
"2020 General Election","03276","CITY OF RICE LAKE - BARRON COUNTY","2384","2380","1964","578"
"2020 General Election","04002","TOWN OF BARKSDALE - BAYFIELD COUNTY","229","227","193","23"
"2020 General Election","04004","TOWN OF BARNES - BAYFIELD COUNTY","299","295","260","63"
"2020 General Election","04006","TOWN OF BAYFIELD - BAYFIELD COUNTY","304","303","248","17"
"2020 General Election","04008","TOWN OF BAYVIEW - BAYFIELD COUNTY","162","162","138","6"
"2020 General Election","04010","TOWN OF BELL - BAYFIELD COUNTY","149","149","126","9"
"2020 General Election","04012","TOWN OF CABLE - BAYFIELD COUNTY","288","281","241","36"
"2020 General Election","04014","TOWN OF CLOVER - BAYFIELD COUNTY","104","102","87","9"
"2020 General Election","04016","TOWN OF DELTA - BAYFIELD COUNTY","122","122","104","1"
"2020 General Election","04018","TOWN OF DRUMMOND - BAYFIELD COUNTY","149","146","119","9"
"2020 General Election","04020","TOWN OF EILEEN - BAYFIELD COUNTY","159","158","120","0"
"2020 General Election","04021","TOWN OF GRAND VIEW - BAYFIELD COUNTY","112","112","91","3"
"2020 General Election","04022","TOWN OF HUGHES - BAYFIELD COUNTY","126","126","96","5"
"2020 General Election","04024","TOWN OF IRON RIVER - BAYFIELD COUNTY","349","343","247","25"
"2020 General Election","04026","TOWN OF KELLY - BAYFIELD COUNTY","89","89","56","2"
"2020 General Election","04028","TOWN OF KEYSTONE - BAYFIELD COUNTY","54","42","42","1"
"2020 General Election","04030","TOWN OF LINCOLN - BAYFIELD COUNTY","78","74","19","0"
"2020 General Election","04032","TOWN OF MASON - BAYFIELD COUNTY","52","47","42","0"
"2020 General Election","04034","TOWN OF NAMAKAGON - BAYFIELD COUNTY","114","114","110","30"
"2020 General Election","04036","TOWN OF ORIENTA - BAYFIELD COUNTY","28","28","25","4"
"2020 General Election","04038","TOWN OF OULU - BAYFIELD COUNTY","132","132","111","0"
"2020 General Election","04040","TOWN OF PILSEN - BAYFIELD COUNTY","37","37","32","0"
"2020 General Election","04042","TOWN OF PORT WING - BAYFIELD COUNTY","171","169","119","0"
"2020 General Election","04046","TOWN OF RUSSELL - BAYFIELD COUNTY","205","204","143","9"
"2020 General Election","04048","TOWN OF TRIPP - BAYFIELD COUNTY","80","65","41","0"
"2020 General Election","04050","TOWN OF WASHBURN - BAYFIELD COUNTY","218","216","183","12"
"2020 General Election","04151","VILLAGE OF MASON - BAYFIELD COUNTY","14","14","11","0"
"2020 General Election","04206","CITY OF BAYFIELD - BAYFIELD COUNTY","246","245","222","58"
"2020 General Election","04291","CITY OF WASHBURN - BAYFIELD COUNTY","834","834","734","127"
"2020 General Election","05010","TOWN OF EATON - BROWN COUNTY","280","271","175","30"
"2020 General Election","05012","TOWN OF GLENMORE - BROWN COUNTY","206","206","156","15"
"2020 General Election","05014","TOWN OF GREEN BAY - BROWN COUNTY","524","492","308","0"
"2020 General Election","05018","TOWN OF HOLLAND - BROWN COUNTY","467","351","243","11"
"2020 General Election","05022","TOWN OF HUMBOLDT - BROWN COUNTY","277","277","216","52"
"2020 General Election","05024","TOWN OF LAWRENCE - BROWN COUNTY","2686","2686","2255","754"
"2020 General Election","05025","TOWN OF LEDGEVIEW - BROWN COUNTY","3848","3848","3257","1037"
"2020 General Election","05026","TOWN OF MORRISON - BROWN COUNTY","304","299","176","78"
"2020 General Election","05028","TOWN OF NEW DENMARK - BROWN COUNTY","325","325","284","25"
"2020 General Election","05030","TOWN OF PITTSFIELD - BROWN COUNTY","961","945","771","0"
"2020 General Election","05034","TOWN OF ROCKLAND - BROWN COUNTY","630","630","516","183"
"2020 General Election","05036","TOWN OF SCOTT - BROWN COUNTY","1452","1448","1240","457"
"2020 General Election","05040","TOWN OF WRIGHTSTOWN - BROWN COUNTY","508","505","407","38"
"2020 General Election","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","5947","5939","5076","1317"
"2020 General Election","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","6578","6568","5625","1467"
"2020 General Election","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","6080","6070","5015","1121"
"2020 General Election","05116","VILLAGE OF DENMARK - BROWN COUNTY","540","540","463","94"
"2020 General Election","05126","VILLAGE OF HOBART - BROWN COUNTY","4196","4183","3487","1114"
"2020 General Election","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","7350","7345","6246","1475"
"2020 General Election","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","914","914","732","168"
"2020 General Election","05178","VILLAGE OF SUAMICO - BROWN COUNTY","5476","5471","4664","1584"
"2020 General Election","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","1150","1149","931","383"
"2020 General Election","05216","CITY OF DE PERE - BROWN COUNTY","9538","9522","8176","1841"
"2020 General Election","05231","CITY OF GREEN BAY - BROWN COUNTY","29701","29659","23562","3449"
"2020 General Election","06002","TOWN OF ALMA - BUFFALO COUNTY","54","54","39","0"
"2020 General Election","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","74","71","64","25"
"2020 General Election","06006","TOWN OF BUFFALO - BUFFALO COUNTY","90","90","20","0"
"2020 General Election","06008","TOWN OF CANTON - BUFFALO COUNTY","36","34","24","4"
"2020 General Election","06010","TOWN OF CROSS - BUFFALO COUNTY","69","65","49","5"
"2020 General Election","06012","TOWN OF DOVER - BUFFALO COUNTY","53","52","35","3"
"2020 General Election","06014","TOWN OF GILMANTON - BUFFALO COUNTY","40","40","10","0"
"2020 General Election","06016","TOWN OF GLENCOE - BUFFALO COUNTY","40","40","27","5"
"2020 General Election","06018","TOWN OF LINCOLN - BUFFALO COUNTY","62","62","43","0"
"2020 General Election","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","42","41","38","3"
"2020 General Election","06022","TOWN OF MILTON - BUFFALO COUNTY","132","131","91","13"
"2020 General Election","06024","TOWN OF MODENA - BUFFALO COUNTY","33","32","17","0"
"2020 General Election","06026","TOWN OF MONDOVI - BUFFALO COUNTY","60","60","49","8"
"2020 General Election","06028","TOWN OF MONTANA - BUFFALO COUNTY","24","23","18","0"
"2020 General Election","06030","TOWN OF NAPLES - BUFFALO COUNTY","88","83","53","2"
"2020 General Election","06032","TOWN OF NELSON - BUFFALO COUNTY","97","97","74","1"
"2020 General Election","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","96","96","62","0"
"2020 General Election","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","45","44","33","4"
"2020 General Election","06154","VILLAGE OF NELSON - BUFFALO COUNTY","14","14","8","0"
"2020 General Election","06201","CITY OF ALMA - BUFFALO COUNTY","188","188","162","11"
"2020 General Election","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","200","199","172","33"
"2020 General Election","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","178","174","121","29"
"2020 General Election","06251","CITY OF MONDOVI - BUFFALO COUNTY","455","455","358","102"
"2020 General Election","07002","TOWN OF ANDERSON - BURNETT COUNTY","45","44","31","2"
"2020 General Election","07004","TOWN OF BLAINE - BURNETT COUNTY","33","32","24","0"
"2020 General Election","07006","TOWN OF DANIELS - BURNETT COUNTY","114","114","93","14"
"2020 General Election","07008","TOWN OF DEWEY - BURNETT COUNTY","71","67","45","0"
"2020 General Election","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","192","189","151","20"
"2020 General Election","07012","TOWN OF JACKSON - BURNETT COUNTY","281","278","190","64"
"2020 General Election","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","110","109","56","0"
"2020 General Election","07016","TOWN OF LINCOLN - BURNETT COUNTY","59","59","27","1"
"2020 General Election","07018","TOWN OF MEENON - BURNETT COUNTY","225","207","165","21"
"2020 General Election","07020","TOWN OF OAKLAND - BURNETT COUNTY","305","305","243","31"
"2020 General Election","07022","TOWN OF ROOSEVELT - BURNETT COUNTY","28","26","12","2"
"2020 General Election","07024","TOWN OF RUSK - BURNETT COUNTY","84","83","49","4"
"2020 General Election","07026","TOWN OF SAND LAKE - BURNETT COUNTY","130","130","90","4"
"2020 General Election","07028","TOWN OF SCOTT - BURNETT COUNTY","231","229","191","41"
"2020 General Election","07030","TOWN OF SIREN - BURNETT COUNTY","214","210","153","0"
"2020 General Election","07032","TOWN OF SWISS - BURNETT COUNTY","161","161","138","9"
"2020 General Election","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","184","184","152","10"
"2020 General Election","07036","TOWN OF UNION - BURNETT COUNTY","96","89","73","6"
"2020 General Election","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","146","146","116","15"
"2020 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","45","45","33","3"
"2020 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","188","183","139","1"
"2020 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","229","227","163","16"
"2020 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","146","145","121","24"
"2020 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","88","88","63","12"
"2020 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","282","280","217","27"
"2020 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","275","275","201","0"
"2020 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","109","108","73","5"
"2020 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","300","290","232","40"
"2020 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","346","346","274","27"
"2020 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","133","133","110","22"
"2020 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","346","341","276","24"
"2020 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","128","127","100","0"
"2020 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","5096","5089","4161","1141"
"2020 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","191","191","149","55"
"2020 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","17","17","0","0"
"2020 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","1130","1129","902","0"
"2020 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","164","164","137","35"
"2020 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","724","723","609","186"
"2020 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","942","938","823","305"
"2020 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","928","928","780","160"
"2020 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","619","610","454","66"
"2020 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","73","69","58","8"
"2020 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","100","100","64","3"
"2020 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","131","131","111","0"
"2020 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","159","158","108","3"
"2020 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","129","128","95","11"
"2020 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","112","109","61","0"
"2020 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","91","91","57","0"
"2020 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","115","110","81","2"
"2020 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","1150","1147","920","225"
"2020 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","92","90","74","18"
"2020 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","47","45","36","12"
"2020 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","166","158","91","7"
"2020 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","58","58","38","6"
"2020 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","90","90","76","5"
"2020 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","2168","2161","1842","712"
"2020 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","212","208","161","3"
"2020 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","64","64","40","5"
"2020 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","235","220","173","27"
"2020 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","157","152","107","1"
"2020 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","380","376","283","25"
"2020 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","763","758","579","89"
"2020 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","163","163","120","15"
"2020 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","61","61","54","19"
"2020 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","206","204","154","32"
"2020 General Election","09128","VILLAGE OF LAKE HALLIE - CHIPPEWA COUNTY","1928","1922","1538","429"
"2020 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","41","40","21","5"
"2020 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","769","769","621","62"
"2020 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","3525","3522","2991","614"
"2020 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","287","286","233","32"
"2020 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","242","239","151","6"
"2020 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","60","60","30","0"
"2020 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","17","17","12","0"
"2020 General Election","10006","TOWN OF COLBY - CLARK COUNTY","47","47","32","4"
"2020 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","73","70","49","2"
"2020 General Election","10010","TOWN OF EATON - CLARK COUNTY","69","65","32","0"
"2020 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","26","26","15","0"
"2020 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","101","101","71","0"
"2020 General Election","10016","TOWN OF GRANT - CLARK COUNTY","116","113","82","0"
"2020 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","58","55","36","1"
"2020 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","51","50","29","0"
"2020 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","69","69","32","0"
"2020 General Election","10024","TOWN OF HIXON - CLARK COUNTY","48","48","32","1"
"2020 General Election","10026","TOWN OF HOARD - CLARK COUNTY","77","76","51","0"
"2020 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","63","63","36","1"
"2020 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","28","28","14","0"
"2020 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","73","73","44","2"
"2020 General Election","10034","TOWN OF LYNN - CLARK COUNTY","86","84","51","4"
"2020 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","83","82","56","6"
"2020 General Election","10038","TOWN OF MEAD - CLARK COUNTY","23","23","15","0"
"2020 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","64","64","35","3"
"2020 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","196","196","158","2"
"2020 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","29","28","20","1"
"2020 General Election","10046","TOWN OF SEIF - CLARK COUNTY","22","22","12","0"
"2020 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","83","81","50","0"
"2020 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","46","45","31","0"
"2020 General Election","10052","TOWN OF THORP - CLARK COUNTY","82","82","50","2"
"2020 General Election","10054","TOWN OF UNITY - CLARK COUNTY","59","58","1","1"
"2020 General Election","10056","TOWN OF WARNER - CLARK COUNTY","72","72","52","11"
"2020 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","45","45","30","2"
"2020 General Election","10060","TOWN OF WESTON - CLARK COUNTY","73","73","45","3"
"2020 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","90","89","62","6"
"2020 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","58","58","50","1"
"2020 General Election","10066","TOWN OF YORK - CLARK COUNTY","95","93","71","6"
"2020 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","14","14","1","0"
"2020 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","82","81","48","4"
"2020 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","39","38","29","1"
"2020 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","67","67","60","22"
"2020 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","245","242","189","72"
"2020 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","291","286","228","40"
"2020 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","189","189","150","17"
"2020 General Election","10246","CITY OF LOYAL - CLARK COUNTY","181","181","151","0"
"2020 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","460","457","411","59"
"2020 General Election","10265","CITY OF OWEN - CLARK COUNTY","100","100","96","7"
"2020 General Election","10286","CITY OF THORP - CLARK COUNTY","205","205","177","0"
"2020 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","187","187","119","0"
"2020 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","485","485","411","86"
"2020 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","107","107","74","1"
"2020 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","76","76","62","0"
"2020 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","886","885","759","166"
"2020 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","194","193","141","11"
"2020 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","199","162","102","35"
"2020 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","115","110","89","2"
"2020 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","174","174","124","14"
"2020 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","289","287","234","47"
"2020 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","1282","1277","1077","388"
"2020 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","222","221","171","0"
"2020 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","152","152","126","9"
"2020 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","144","144","111","0"
"2020 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","107","107","77","1"
"2020 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","1014","1013","905","159"
"2020 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","109","108","86","6"
"2020 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","110","110","80","2"
"2020 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","107","107","86","3"
"2020 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","788","788","674","229"
"2020 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","380","380","313","46"
"2020 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","175","175","118","4"
"2020 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","118","118","99","6"
"2020 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","20","20","16","0"
"2020 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","348","342","289","78"
"2020 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","35","35","28","6"
"2020 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","450","448","361","102"
"2020 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","692","692","584","174"
"2020 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","223","221","188","69"
"2020 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","129","129","108","26"
"2020 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","1750","1747","1486","467"
"2020 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","1248","1247","1065","249"
"2020 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","2833","2830","2462","687"
"2020 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","616","612","511","156"
"2020 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","203","198","153","15"
"2020 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","178","173","75","0"
"2020 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","166","165","109","8"
"2020 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","178","176","149","7"
"2020 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","58","58","44","13"
"2020 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","84","82","39","0"
"2020 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","179","167","109","4"
"2020 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","84","82","66","4"
"2020 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","179","177","112","12"
"2020 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","133","133","60","0"
"2020 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","64","59","37","0"
"2020 General Election","12106","VILLAGE OF BELL CENTER - CRAWFORD COUNTY","15","15","10","0"
