"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","04016","TOWN OF DELTA - BAYFIELD COUNTY","123","123","111","2"
"2020 General Election","04018","TOWN OF DRUMMOND - BAYFIELD COUNTY","155","152","125","15"
"2020 General Election","04020","TOWN OF EILEEN - BAYFIELD COUNTY","160","159","133","0"
"2020 General Election","04021","TOWN OF GRAND VIEW - BAYFIELD COUNTY","125","125","113","18"
"2020 General Election","04022","TOWN OF HUGHES - BAYFIELD COUNTY","126","126","104","5"
"2020 General Election","04024","TOWN OF IRON RIVER - BAYFIELD COUNTY","365","359","294","37"
"2020 General Election","04026","TOWN OF KELLY - BAYFIELD COUNTY","98","98","75","11"
"2020 General Election","04028","TOWN OF KEYSTONE - BAYFIELD COUNTY","54","42","42","1"
"2020 General Election","04030","TOWN OF LINCOLN - BAYFIELD COUNTY","78","74","23","0"
"2020 General Election","04032","TOWN OF MASON - BAYFIELD COUNTY","54","49","46","0"
"2020 General Election","04034","TOWN OF NAMAKAGON - BAYFIELD COUNTY","121","121","117","37"
"2020 General Election","04036","TOWN OF ORIENTA - BAYFIELD COUNTY","28","28","25","4"
"2020 General Election","04038","TOWN OF OULU - BAYFIELD COUNTY","133","133","119","0"
"2020 General Election","04040","TOWN OF PILSEN - BAYFIELD COUNTY","37","37","32","0"
"2020 General Election","04042","TOWN OF PORT WING - BAYFIELD COUNTY","174","173","145","0"
"2020 General Election","04046","TOWN OF RUSSELL - BAYFIELD COUNTY","216","216","159","19"
"2020 General Election","04048","TOWN OF TRIPP - BAYFIELD COUNTY","80","65","41","0"
"2020 General Election","04050","TOWN OF WASHBURN - BAYFIELD COUNTY","223","221","198","17"
"2020 General Election","04151","VILLAGE OF MASON - BAYFIELD COUNTY","15","15","13","0"
"2020 General Election","04206","CITY OF BAYFIELD - BAYFIELD COUNTY","272","271","257","83"
"2020 General Election","04291","CITY OF WASHBURN - BAYFIELD COUNTY","927","927","869","220"
"2020 General Election","05010","TOWN OF EATON - BROWN COUNTY","280","271","193","30"
"2020 General Election","05012","TOWN OF GLENMORE - BROWN COUNTY","228","228","176","36"
"2020 General Election","05014","TOWN OF GREEN BAY - BROWN COUNTY","524","492","308","0"
"2020 General Election","05018","TOWN OF HOLLAND - BROWN COUNTY","480","369","294","24"
"2020 General Election","05022","TOWN OF HUMBOLDT - BROWN COUNTY","313","313","272","87"
"2020 General Election","05024","TOWN OF LAWRENCE - BROWN COUNTY","3154","3154","2971","1234"
"2020 General Election","05025","TOWN OF LEDGEVIEW - BROWN COUNTY","4428","4426","4046","1622"
"2020 General Election","05026","TOWN OF MORRISON - BROWN COUNTY","349","343","256","107"
"2020 General Election","05028","TOWN OF NEW DENMARK - BROWN COUNTY","348","348","325","46"
"2020 General Election","05030","TOWN OF PITTSFIELD - BROWN COUNTY","1235","1225","1151","0"
"2020 General Election","05034","TOWN OF ROCKLAND - BROWN COUNTY","756","756","692","309"
"2020 General Election","05036","TOWN OF SCOTT - BROWN COUNTY","1729","1727","1617","737"
"2020 General Election","05040","TOWN OF WRIGHTSTOWN - BROWN COUNTY","599","597","533","130"
"2020 General Election","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","6830","6824","6321","2217"
"2020 General Election","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","7489","7480","6971","2397"
"2020 General Election","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","6915","6908","6397","1970"
"2020 General Election","05116","VILLAGE OF DENMARK - BROWN COUNTY","639","639","594","192"
"2020 General Election","05126","VILLAGE OF HOBART - BROWN COUNTY","4782","4781","4434","1712"
"2020 General Election","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","8550","8546","7939","2681"
"2020 General Election","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","1017","1016","895","269"
"2020 General Election","05178","VILLAGE OF SUAMICO - BROWN COUNTY","6534","6533","6143","2653"
"2020 General Election","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","1362","1361","1236","622"
"2020 General Election","05216","CITY OF DE PERE - BROWN COUNTY","10838","10827","10045","3169"
"2020 General Election","05231","CITY OF GREEN BAY - BROWN COUNTY","33325","33293","29607","7091"
"2020 General Election","06002","TOWN OF ALMA - BUFFALO COUNTY","58","58","44","2"
"2020 General Election","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","76","73","72","27"
"2020 General Election","06006","TOWN OF BUFFALO - BUFFALO COUNTY","122","122","88","26"
"2020 General Election","06008","TOWN OF CANTON - BUFFALO COUNTY","38","36","31","6"
"2020 General Election","06010","TOWN OF CROSS - BUFFALO COUNTY","72","70","60","9"
"2020 General Election","06012","TOWN OF DOVER - BUFFALO COUNTY","64","63","41","8"
"2020 General Election","06014","TOWN OF GILMANTON - BUFFALO COUNTY","44","44","25","1"
"2020 General Election","06016","TOWN OF GLENCOE - BUFFALO COUNTY","40","40","27","5"
"2020 General Election","06018","TOWN OF LINCOLN - BUFFALO COUNTY","62","62","43","0"
"2020 General Election","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","48","47","43","6"
"2020 General Election","06022","TOWN OF MILTON - BUFFALO COUNTY","136","134","107","17"
"2020 General Election","06024","TOWN OF MODENA - BUFFALO COUNTY","36","35","32","3"
"2020 General Election","06026","TOWN OF MONDOVI - BUFFALO COUNTY","77","77","61","9"
"2020 General Election","06028","TOWN OF MONTANA - BUFFALO COUNTY","30","29","24","4"
"2020 General Election","06030","TOWN OF NAPLES - BUFFALO COUNTY","92","87","65","4"
"2020 General Election","06032","TOWN OF NELSON - BUFFALO COUNTY","102","102","86","5"
"2020 General Election","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","98","98","67","0"
"2020 General Election","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","48","47","40","7"
"2020 General Election","06154","VILLAGE OF NELSON - BUFFALO COUNTY","18","18","8","0"
"2020 General Election","06201","CITY OF ALMA - BUFFALO COUNTY","229","229","217","49"
"2020 General Election","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","228","227","209","60"
"2020 General Election","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","215","211","183","66"
"2020 General Election","06251","CITY OF MONDOVI - BUFFALO COUNTY","544","544","491","185"
"2020 General Election","07002","TOWN OF ANDERSON - BURNETT COUNTY","45","44","31","2"
"2020 General Election","07004","TOWN OF BLAINE - BURNETT COUNTY","36","35","33","0"
"2020 General Election","07006","TOWN OF DANIELS - BURNETT COUNTY","125","125","112","25"
"2020 General Election","07008","TOWN OF DEWEY - BURNETT COUNTY","73","71","56","0"
"2020 General Election","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","211","207","179","35"
"2020 General Election","07012","TOWN OF JACKSON - BURNETT COUNTY","335","333","295","92"
"2020 General Election","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","114","113","76","2"
"2020 General Election","07016","TOWN OF LINCOLN - BURNETT COUNTY","59","59","27","1"
"2020 General Election","07018","TOWN OF MEENON - BURNETT COUNTY","229","212","182","26"
"2020 General Election","07020","TOWN OF OAKLAND - BURNETT COUNTY","335","335","287","60"
"2020 General Election","07022","TOWN OF ROOSEVELT - BURNETT COUNTY","31","31","23","4"
"2020 General Election","07024","TOWN OF RUSK - BURNETT COUNTY","85","83","52","4"
"2020 General Election","07026","TOWN OF SAND LAKE - BURNETT COUNTY","132","132","102","6"
"2020 General Election","07028","TOWN OF SCOTT - BURNETT COUNTY","256","254","221","67"
"2020 General Election","07030","TOWN OF SIREN - BURNETT COUNTY","215","211","171","0"
"2020 General Election","07032","TOWN OF SWISS - BURNETT COUNTY","165","165","148","13"
"2020 General Election","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","185","185","154","11"
"2020 General Election","07036","TOWN OF UNION - BURNETT COUNTY","107","100","86","17"
"2020 General Election","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","158","158","140","27"
"2020 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","47","47","38","5"
"2020 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","192","187","151","5"
"2020 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","272","270","239","62"
"2020 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","164","164","147","41"
"2020 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","98","98","88","21"
"2020 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","296","289","248","35"
"2020 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","283","283","230","0"
"2020 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","129","128","98","23"
"2020 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","327","319","286","70"
"2020 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","365","365","327","44"
"2020 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","150","150","138","40"
"2020 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","357","352","299","28"
"2020 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","144","143","124","16"
"2020 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","6041","6036","5547","2118"
"2020 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","213","213","184","79"
"2020 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","17","17","0","0"
"2020 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","1361","1361","1267","0"
"2020 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","206","205","187","73"
"2020 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","835","835","767","297"
"2020 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","1163","1161","1100","523"
"2020 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","1090","1090","996","323"
"2020 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","721","718","620","166"
"2020 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","86","82","71","20"
"2020 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","102","100","65","3"
"2020 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","131","131","114","0"
"2020 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","166","166","126","9"
"2020 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","132","131","102","14"
"2020 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","126","123","81","15"
"2020 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","95","95","65","3"
"2020 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","121","115","91","5"
"2020 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","1332","1330","1182","410"
"2020 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","101","100","88","28"
"2020 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","51","49","40","15"
"2020 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","167","159","100","9"
"2020 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","58","58","46","6"
"2020 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","103","103","90","18"
"2020 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","2702","2698","2521","1255"
"2020 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","231","227","191","23"
"2020 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","65","65","46","6"
"2020 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","270","255","232","62"
"2020 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","172","167","125","7"
"2020 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","420","420","351","64"
"2020 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","822","820","690","145"
"2020 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","165","165","131","15"
"2020 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","74","74","68","30"
"2020 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","247","246","224","72"
"2020 General Election","09128","VILLAGE OF LAKE HALLIE - CHIPPEWA COUNTY","2296","2290","2043","795"
"2020 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","57","56","40","20"
"2020 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","937","937","864","229"
"2020 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","3978","3975","3651","1065"
"2020 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","297","296","256","42"
"2020 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","296","294","226","62"
"2020 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","65","65","44","0"
"2020 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","18","18","15","1"
"2020 General Election","10006","TOWN OF COLBY - CLARK COUNTY","47","47","32","4"
"2020 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","73","70","49","2"
"2020 General Election","10010","TOWN OF EATON - CLARK COUNTY","73","71","51","1"
"2020 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","26","26","15","0"
"2020 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","109","109","86","0"
"2020 General Election","10016","TOWN OF GRANT - CLARK COUNTY","119","116","92","3"
"2020 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","58","55","36","1"
"2020 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","51","50","37","0"
"2020 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","69","69","32","0"
"2020 General Election","10024","TOWN OF HIXON - CLARK COUNTY","49","48","34","1"
"2020 General Election","10026","TOWN OF HOARD - CLARK COUNTY","78","77","55","1"
"2020 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","65","65","42","1"
"2020 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","28","28","14","0"
"2020 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","76","76","48","5"
"2020 General Election","10034","TOWN OF LYNN - CLARK COUNTY","89","87","62","7"
"2020 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","85","84","72","8"
"2020 General Election","10038","TOWN OF MEAD - CLARK COUNTY","23","23","15","0"
"2020 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","64","64","35","3"
"2020 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","203","203","179","9"
"2020 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","29","28","22","1"
"2020 General Election","10046","TOWN OF SEIF - CLARK COUNTY","22","22","15","0"
"2020 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","83","81","54","0"
"2020 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","46","45","31","0"
"2020 General Election","10052","TOWN OF THORP - CLARK COUNTY","82","82","57","2"
"2020 General Election","10054","TOWN OF UNITY - CLARK COUNTY","68","68","60","7"
"2020 General Election","10056","TOWN OF WARNER - CLARK COUNTY","71","71","56","11"
"2020 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","52","52","42","9"
"2020 General Election","10060","TOWN OF WESTON - CLARK COUNTY","76","76","54","5"
"2020 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","95","93","67","9"
"2020 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","64","64","56","7"
"2020 General Election","10066","TOWN OF YORK - CLARK COUNTY","101","99","83","12"
"2020 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","14","14","1","0"
"2020 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","93","92","74","13"
"2020 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","43","41","32","2"
"2020 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","78","78","74","33"
"2020 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","294","293","260","120"
"2020 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","339","335","295","83"
"2020 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","214","214","192","41"
"2020 General Election","10246","CITY OF LOYAL - CLARK COUNTY","203","203","179","0"
"2020 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","522","519","497","120"
"2020 General Election","10265","CITY OF OWEN - CLARK COUNTY","120","120","117","25"
"2020 General Election","10286","CITY OF THORP - CLARK COUNTY","272","272","248","0"
"2020 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","212","212","184","0"
"2020 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","543","543","491","140"
"2020 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","108","108","83","1"
"2020 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","79","79","73","2"
"2020 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","1021","1021","944","300"
"2020 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","200","200","163","18"
"2020 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","219","217","154","69"
"2020 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","118","113","98","4"
"2020 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","189","189","155","29"
"2020 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","301","299","268","56"
"2020 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","1583","1579","1485","701"
"2020 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","236","236","190","0"
"2020 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","167","167","150","23"
"2020 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","154","154","126","0"
"2020 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","111","111","90","5"
"2020 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","1193","1193","1138","340"
"2020 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","124","123","107","18"
"2020 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","112","112","90","4"
"2020 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","116","116","99","8"
"2020 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","937","936","882","380"
"2020 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","431","431","379","91"
"2020 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","218","218","178","46"
"2020 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","134","134","129","22"
"2020 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","20","20","16","0"
"2020 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","425","421","376","153"
"2020 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","46","46","42","15"
"2020 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","556","556","504","211"
"2020 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","847","847","790","329"
"2020 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","270","269","244","114"
"2020 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","147","147","132","43"
"2020 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","2157","2155","2020","870"
"2020 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","1426","1425","1327","426"
"2020 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","3336","3333","3088","1194"
"2020 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","748","743","679","285"
"2020 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","217","213","184","28"
"2020 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","185","182","128","0"
"2020 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","175","174","136","16"
"2020 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","184","182","162","12"
"2020 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","61","61","47","14"
"2020 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","83","81","39","0"
"2020 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","212","200","182","38"
"2020 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","84","82","69","5"
"2020 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","184","182","140","17"
"2020 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","151","151","128","11"
"2020 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","64","59","37","0"
