"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","02022","TOWN OF SANBORN - ASHLAND COUNTY","119","118","89","0"
"2020 General Election","02024","TOWN OF SHANAGOLDEN - ASHLAND COUNTY","25","25","23","0"
"2020 General Election","02026","TOWN OF WHITE RIVER - ASHLAND COUNTY","128","126","93","16"
"2020 General Election","02106","VILLAGE OF BUTTERNUT - ASHLAND COUNTY","55","55","44","6"
"2020 General Election","02201","CITY OF ASHLAND - MULTIPLE COUNTIES","2310","2306","1948","256"
"2020 General Election","02251","CITY OF MELLEN - ASHLAND COUNTY","123","121","111","0"
"2020 General Election","03002","TOWN OF ALMENA - BARRON COUNTY","189","185","151","49"
"2020 General Election","03004","TOWN OF ARLAND - BARRON COUNTY","102","102","71","3"
"2020 General Election","03006","TOWN OF BARRON - BARRON COUNTY","124","123","79","18"
"2020 General Election","03008","TOWN OF BEAR LAKE - BARRON COUNTY","153","153","107","18"
"2020 General Election","03010","TOWN OF CEDAR LAKE - BARRON COUNTY","344","335","278","37"
"2020 General Election","03012","TOWN OF CHETEK - BARRON COUNTY","493","490","417","109"
"2020 General Election","03014","TOWN OF CLINTON - BARRON COUNTY","100","93","78","3"
"2020 General Election","03016","TOWN OF CRYSTAL LAKE - BARRON COUNTY","104","104","67","14"
"2020 General Election","03018","TOWN OF CUMBERLAND - BARRON COUNTY","143","143","114","19"
"2020 General Election","03020","TOWN OF DALLAS - BARRON COUNTY","86","85","65","6"
"2020 General Election","03022","TOWN OF DOVRE - BARRON COUNTY","119","119","90","13"
"2020 General Election","03024","TOWN OF DOYLE - BARRON COUNTY","91","91","53","5"
"2020 General Election","03026","TOWN OF LAKELAND - BARRON COUNTY","195","195","128","16"
"2020 General Election","03028","TOWN OF MAPLE GROVE - BARRON COUNTY","147","138","95","10"
"2020 General Election","03030","TOWN OF MAPLE PLAIN - BARRON COUNTY","162","162","106","16"
"2020 General Election","03032","TOWN OF OAK GROVE - BARRON COUNTY","176","174","130","10"
"2020 General Election","03034","TOWN OF PRAIRIE FARM - BARRON COUNTY","43","19","0","0"
"2020 General Election","03036","TOWN OF PRAIRIE LAKE - BARRON COUNTY","371","366","311","68"
"2020 General Election","03038","TOWN OF RICE LAKE - BARRON COUNTY","962","961","844","279"
"2020 General Election","03040","TOWN OF SIOUX CREEK - BARRON COUNTY","147","147","109","27"
"2020 General Election","03042","TOWN OF STANFOLD - BARRON COUNTY","161","161","139","60"
"2020 General Election","03044","TOWN OF STANLEY - BARRON COUNTY","601","601","501","125"
"2020 General Election","03046","TOWN OF SUMNER - BARRON COUNTY","121","121","108","29"
"2020 General Election","03048","TOWN OF TURTLE LAKE - BARRON COUNTY","73","68","45","7"
"2020 General Election","03050","TOWN OF VANCE CREEK - BARRON COUNTY","62","59","43","2"
"2020 General Election","03101","VILLAGE OF ALMENA - BARRON COUNTY","73","73","54","15"
"2020 General Election","03111","VILLAGE OF CAMERON - BARRON COUNTY","313","313","265","98"
"2020 General Election","03116","VILLAGE OF DALLAS - BARRON COUNTY","41","41","30","5"
"2020 General Election","03136","VILLAGE OF HAUGEN - BARRON COUNTY","27","27","21","4"
"2020 General Election","03171","VILLAGE OF PRAIRIE FARM - BARRON COUNTY","26","26","22","0"
"2020 General Election","03186","VILLAGE OF TURTLE LAKE - MULTIPLE COUNTIES","119","119","97","26"
"2020 General Election","03206","CITY OF BARRON - BARRON COUNTY","769","768","644","199"
"2020 General Election","03211","CITY OF CHETEK - BARRON COUNTY","530","530","460","172"
"2020 General Election","03212","CITY OF CUMBERLAND - BARRON COUNTY","540","538","436","119"
"2020 General Election","03276","CITY OF RICE LAKE - BARRON COUNTY","2495","2491","2132","685"
"2020 General Election","04002","TOWN OF BARKSDALE - BAYFIELD COUNTY","235","233","207","29"
"2020 General Election","04004","TOWN OF BARNES - BAYFIELD COUNTY","308","303","271","70"
"2020 General Election","04006","TOWN OF BAYFIELD - BAYFIELD COUNTY","324","323","281","38"
"2020 General Election","04008","TOWN OF BAYVIEW - BAYFIELD COUNTY","163","163","145","7"
"2020 General Election","04010","TOWN OF BELL - BAYFIELD COUNTY","149","149","126","9"
"2020 General Election","04012","TOWN OF CABLE - BAYFIELD COUNTY","290","283","247","37"
"2020 General Election","04014","TOWN OF CLOVER - BAYFIELD COUNTY","105","103","94","10"
"2020 General Election","04016","TOWN OF DELTA - BAYFIELD COUNTY","123","123","109","2"
"2020 General Election","04018","TOWN OF DRUMMOND - BAYFIELD COUNTY","149","146","119","9"
"2020 General Election","04020","TOWN OF EILEEN - BAYFIELD COUNTY","159","158","120","0"
"2020 General Election","04021","TOWN OF GRAND VIEW - BAYFIELD COUNTY","116","116","99","7"
"2020 General Election","04022","TOWN OF HUGHES - BAYFIELD COUNTY","126","126","96","5"
"2020 General Election","04024","TOWN OF IRON RIVER - BAYFIELD COUNTY","355","349","274","29"
"2020 General Election","04026","TOWN OF KELLY - BAYFIELD COUNTY","89","89","56","2"
"2020 General Election","04028","TOWN OF KEYSTONE - BAYFIELD COUNTY","54","42","42","1"
"2020 General Election","04030","TOWN OF LINCOLN - BAYFIELD COUNTY","78","74","19","0"
"2020 General Election","04032","TOWN OF MASON - BAYFIELD COUNTY","52","47","43","0"
"2020 General Election","04034","TOWN OF NAMAKAGON - BAYFIELD COUNTY","116","116","112","32"
"2020 General Election","04036","TOWN OF ORIENTA - BAYFIELD COUNTY","28","28","25","4"
"2020 General Election","04038","TOWN OF OULU - BAYFIELD COUNTY","133","133","113","0"
"2020 General Election","04040","TOWN OF PILSEN - BAYFIELD COUNTY","37","37","32","0"
"2020 General Election","04042","TOWN OF PORT WING - BAYFIELD COUNTY","171","169","119","0"
"2020 General Election","04046","TOWN OF RUSSELL - BAYFIELD COUNTY","207","206","145","9"
"2020 General Election","04048","TOWN OF TRIPP - BAYFIELD COUNTY","80","65","41","0"
"2020 General Election","04050","TOWN OF WASHBURN - BAYFIELD COUNTY","218","216","185","12"
"2020 General Election","04151","VILLAGE OF MASON - BAYFIELD COUNTY","15","15","13","0"
"2020 General Election","04206","CITY OF BAYFIELD - BAYFIELD COUNTY","246","245","222","58"
"2020 General Election","04291","CITY OF WASHBURN - BAYFIELD COUNTY","862","862","774","155"
"2020 General Election","05010","TOWN OF EATON - BROWN COUNTY","280","271","175","30"
"2020 General Election","05012","TOWN OF GLENMORE - BROWN COUNTY","207","207","157","16"
"2020 General Election","05014","TOWN OF GREEN BAY - BROWN COUNTY","524","492","308","0"
"2020 General Election","05018","TOWN OF HOLLAND - BROWN COUNTY","466","350","243","11"
"2020 General Election","05022","TOWN OF HUMBOLDT - BROWN COUNTY","278","278","217","53"
"2020 General Election","05024","TOWN OF LAWRENCE - BROWN COUNTY","2771","2771","2414","842"
"2020 General Election","05025","TOWN OF LEDGEVIEW - BROWN COUNTY","3980","3980","3383","1162"
"2020 General Election","05026","TOWN OF MORRISON - BROWN COUNTY","339","335","205","106"
"2020 General Election","05028","TOWN OF NEW DENMARK - BROWN COUNTY","332","332","298","32"
"2020 General Election","05030","TOWN OF PITTSFIELD - BROWN COUNTY","1081","1065","931","0"
"2020 General Election","05034","TOWN OF ROCKLAND - BROWN COUNTY","667","667","570","220"
"2020 General Election","05036","TOWN OF SCOTT - BROWN COUNTY","1518","1516","1318","524"
"2020 General Election","05040","TOWN OF WRIGHTSTOWN - BROWN COUNTY","509","506","417","38"
"2020 General Election","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","6167","6161","5364","1544"
"2020 General Election","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","6804","6788","5944","1692"
"2020 General Election","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","6291","6279","5397","1326"
"2020 General Election","05116","VILLAGE OF DENMARK - BROWN COUNTY","565","565","491","119"
"2020 General Election","05126","VILLAGE OF HOBART - BROWN COUNTY","4335","4332","3691","1252"
"2020 General Election","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","7630","7622","6673","1747"
"2020 General Election","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","943","942","771","195"
"2020 General Election","05178","VILLAGE OF SUAMICO - BROWN COUNTY","5719","5718","5009","1831"
"2020 General Election","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","1232","1231","1049","479"
"2020 General Election","05216","CITY OF DE PERE - BROWN COUNTY","9838","9819","8590","2135"
"2020 General Election","05231","CITY OF GREEN BAY - BROWN COUNTY","30399","30343","24721","4120"
"2020 General Election","06002","TOWN OF ALMA - BUFFALO COUNTY","54","54","39","0"
"2020 General Election","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","74","71","67","25"
"2020 General Election","06006","TOWN OF BUFFALO - BUFFALO COUNTY","90","90","20","0"
"2020 General Election","06008","TOWN OF CANTON - BUFFALO COUNTY","36","34","25","4"
"2020 General Election","06010","TOWN OF CROSS - BUFFALO COUNTY","69","65","52","5"
"2020 General Election","06012","TOWN OF DOVER - BUFFALO COUNTY","54","52","35","3"
"2020 General Election","06014","TOWN OF GILMANTON - BUFFALO COUNTY","40","40","10","0"
"2020 General Election","06016","TOWN OF GLENCOE - BUFFALO COUNTY","40","40","27","5"
"2020 General Election","06018","TOWN OF LINCOLN - BUFFALO COUNTY","62","62","43","0"
"2020 General Election","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","42","41","39","3"
"2020 General Election","06022","TOWN OF MILTON - BUFFALO COUNTY","132","131","94","13"
"2020 General Election","06024","TOWN OF MODENA - BUFFALO COUNTY","34","33","25","1"
"2020 General Election","06026","TOWN OF MONDOVI - BUFFALO COUNTY","66","66","49","8"
"2020 General Election","06028","TOWN OF MONTANA - BUFFALO COUNTY","26","25","20","2"
"2020 General Election","06030","TOWN OF NAPLES - BUFFALO COUNTY","90","85","57","2"
"2020 General Election","06032","TOWN OF NELSON - BUFFALO COUNTY","99","99","78","3"
"2020 General Election","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","98","96","64","0"
"2020 General Election","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","45","44","33","4"
"2020 General Election","06154","VILLAGE OF NELSON - BUFFALO COUNTY","14","14","8","0"
"2020 General Election","06201","CITY OF ALMA - BUFFALO COUNTY","202","202","177","25"
"2020 General Election","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","200","199","172","33"
"2020 General Election","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","187","183","148","38"
"2020 General Election","06251","CITY OF MONDOVI - BUFFALO COUNTY","487","487","399","134"
"2020 General Election","07002","TOWN OF ANDERSON - BURNETT COUNTY","45","44","31","2"
"2020 General Election","07004","TOWN OF BLAINE - BURNETT COUNTY","36","35","33","0"
"2020 General Election","07006","TOWN OF DANIELS - BURNETT COUNTY","115","115","97","15"
"2020 General Election","07008","TOWN OF DEWEY - BURNETT COUNTY","73","71","53","0"
"2020 General Election","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","198","195","161","26"
"2020 General Election","07012","TOWN OF JACKSON - BURNETT COUNTY","285","282","195","64"
"2020 General Election","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","110","109","56","0"
"2020 General Election","07016","TOWN OF LINCOLN - BURNETT COUNTY","59","59","27","1"
"2020 General Election","07018","TOWN OF MEENON - BURNETT COUNTY","225","207","165","21"
"2020 General Election","07020","TOWN OF OAKLAND - BURNETT COUNTY","308","308","247","34"
"2020 General Election","07022","TOWN OF ROOSEVELT - BURNETT COUNTY","29","28","15","2"
"2020 General Election","07024","TOWN OF RUSK - BURNETT COUNTY","84","83","49","4"
"2020 General Election","07026","TOWN OF SAND LAKE - BURNETT COUNTY","132","132","94","6"
"2020 General Election","07028","TOWN OF SCOTT - BURNETT COUNTY","231","229","191","41"
"2020 General Election","07030","TOWN OF SIREN - BURNETT COUNTY","214","210","161","0"
"2020 General Election","07032","TOWN OF SWISS - BURNETT COUNTY","161","161","141","9"
"2020 General Election","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","184","184","152","10"
"2020 General Election","07036","TOWN OF UNION - BURNETT COUNTY","103","96","80","13"
"2020 General Election","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","148","148","126","17"
"2020 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","45","45","33","3"
"2020 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","191","186","142","4"
"2020 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","253","251","207","43"
"2020 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","148","147","124","26"
"2020 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","88","88","63","12"
"2020 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","285","283","226","30"
"2020 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","276","275","201","0"
"2020 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","109","108","73","5"
"2020 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","304","294","237","44"
"2020 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","350","350","285","29"
"2020 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","136","136","114","25"
"2020 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","350","345","282","24"
"2020 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","131","130","103","3"
"2020 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","5267","5259","4338","1315"
"2020 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","195","195","155","59"
"2020 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","17","17","0","0"
"2020 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","1138","1137","930","0"
"2020 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","181","181","154","48"
"2020 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","752","752","646","214"
"2020 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","996","992","889","357"
"2020 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","958","956","827","189"
"2020 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","622","615","476","66"
"2020 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","77","73","62","12"
"2020 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","101","100","65","3"
"2020 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","131","131","113","0"
"2020 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","163","163","119","8"
"2020 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","129","128","99","11"
"2020 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","113","109","61","0"
"2020 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","91","91","58","0"
"2020 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","118","111","88","3"
"2020 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","1155","1147","922","227"
"2020 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","92","90","74","18"
"2020 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","47","45","36","12"
"2020 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","166","158","91","7"
"2020 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","58","58","38","6"
"2020 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","90","90","77","5"
"2020 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","2303","2298","2019","849"
"2020 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","218","214","171","9"
"2020 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","64","64","40","5"
"2020 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","244","229","190","36"
"2020 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","160","154","111","1"
"2020 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","385","385","297","31"
"2020 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","774","770","612","99"
"2020 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","163","163","120","15"
"2020 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","65","65","56","21"
"2020 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","212","211","174","38"
"2020 General Election","09128","VILLAGE OF LAKE HALLIE - CHIPPEWA COUNTY","1988","1980","1615","487"
"2020 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","41","40","24","5"
"2020 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","812","812","681","107"
"2020 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","3631","3628","3146","712"
"2020 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","292","291","243","37"
"2020 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","247","243","166","9"
"2020 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","60","60","30","0"
"2020 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","18","18","13","1"
"2020 General Election","10006","TOWN OF COLBY - CLARK COUNTY","47","47","32","4"
"2020 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","73","70","49","2"
"2020 General Election","10010","TOWN OF EATON - CLARK COUNTY","72","69","51","1"
"2020 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","26","26","15","0"
"2020 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","103","103","74","0"
"2020 General Election","10016","TOWN OF GRANT - CLARK COUNTY","116","113","82","0"
"2020 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","58","55","36","1"
"2020 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","51","50","29","0"
"2020 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","69","69","32","0"
"2020 General Election","10024","TOWN OF HIXON - CLARK COUNTY","49","48","32","1"
"2020 General Election","10026","TOWN OF HOARD - CLARK COUNTY","77","76","51","0"
"2020 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","63","63","36","1"
"2020 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","28","28","14","0"
"2020 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","73","73","44","2"
"2020 General Election","10034","TOWN OF LYNN - CLARK COUNTY","86","84","51","4"
"2020 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","83","82","56","6"
"2020 General Election","10038","TOWN OF MEAD - CLARK COUNTY","23","23","15","0"
"2020 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","64","64","35","3"
"2020 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","196","196","163","2"
"2020 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","29","28","20","1"
"2020 General Election","10046","TOWN OF SEIF - CLARK COUNTY","22","22","12","0"
"2020 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","83","81","50","0"
"2020 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","46","45","31","0"
"2020 General Election","10052","TOWN OF THORP - CLARK COUNTY","82","82","50","2"
"2020 General Election","10054","TOWN OF UNITY - CLARK COUNTY","64","63","50","4"
"2020 General Election","10056","TOWN OF WARNER - CLARK COUNTY","72","72","56","11"
"2020 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","46","46","35","3"
"2020 General Election","10060","TOWN OF WESTON - CLARK COUNTY","74","74","49","3"
"2020 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","94","92","64","8"
"2020 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","58","58","50","1"
"2020 General Election","10066","TOWN OF YORK - CLARK COUNTY","97","95","77","8"
"2020 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","14","14","1","0"
"2020 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","82","81","48","4"
"2020 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","39","38","29","1"
"2020 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","73","73","66","28"
"2020 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","257","256","209","84"
"2020 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","301","297","240","49"
"2020 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","191","191","158","18"
"2020 General Election","10246","CITY OF LOYAL - CLARK COUNTY","184","184","152","0"
"2020 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","474","471","429","72"
"2020 General Election","10265","CITY OF OWEN - CLARK COUNTY","102","102","100","9"
"2020 General Election","10286","CITY OF THORP - CLARK COUNTY","229","229","200","0"
"2020 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","191","191","145","0"
"2020 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","499","499","427","98"
"2020 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","107","107","81","1"
"2020 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","77","77","65","0"
"2020 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","922","922","799","203"
"2020 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","194","193","144","11"
"2020 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","207","173","117","45"
"2020 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","115","110","92","2"
"2020 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","174","174","124","14"
"2020 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","291","289","240","47"
"2020 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","1372","1368","1197","481"
"2020 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","222","221","171","0"
"2020 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","157","157","133","14"
"2020 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","144","144","112","0"
"2020 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","110","110","86","4"
"2020 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","1046","1046","952","191"
"2020 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","116","115","93","11"
"2020 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","112","112","82","4"
"2020 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","111","111","92","5"
"2020 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","821","821","735","263"
"2020 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","396","396","334","61"
"2020 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","187","187","139","16"
"2020 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","118","118","105","6"
"2020 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","20","20","16","0"
"2020 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","357","352","301","85"
"2020 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","40","40","34","10"
"2020 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","464","462","384","116"
"2020 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","718","718","622","198"
"2020 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","231","228","196","74"
"2020 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","133","133","115","30"
"2020 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","1784","1781","1539","499"
"2020 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","1279","1277","1126","278"
"2020 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","2929","2927","2557","782"
"2020 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","634","630","540","174"
"2020 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","203","198","153","15"
"2020 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","185","182","128","0"
"2020 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","166","165","109","8"
"2020 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","178","176","149","7"
"2020 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","60","60","46","14"
"2020 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","84","82","39","0"
"2020 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","200","188","160","25"
"2020 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","83","81","66","4"
"2020 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","179","177","112","12"
"2020 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","133","133","60","0"
"2020 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","64","59","37","0"
"2020 General Election","12106","VILLAGE OF BELL CENTER - CRAWFORD COUNTY","15","15","10","0"
