"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2024 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","14","13","0","0"
"2024 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","52","52","11","0"
"2024 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","84","69","15","0"
"2024 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","32","32","9","0"
"2024 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","25","25","2","0"
"2024 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","87","86","23","0"
"2024 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","76","73","17","0"
"2024 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","41","40","8","0"
"2024 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","56","56","14","0"
"2024 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","73","72","0","0"
"2024 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","41","41","6","0"
"2024 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","141","140","39","0"
"2024 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","38","38","13","0"
"2024 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","1667","1650","340","0"
"2024 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","33","31","4","0"
"2024 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","8","8","0","0"
"2024 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","267","265","63","0"
"2024 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","54","52","15","0"
"2024 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","168","168","55","0"
"2024 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","180","180","53","0"
"2024 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","205","204","51","0"
"2024 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","165","161","46","0"
"2024 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","29","29","6","0"
"2024 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","29","25","5","0"
"2024 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","37","37","18","0"
"2024 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","45","45","6","0"
"2024 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","31","31","14","0"
"2024 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","23","23","8","0"
"2024 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","21","19","3","0"
"2024 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","30","30","9","0"
"2024 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","402","394","99","0"
"2024 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","27","22","0","0"
"2024 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","16","14","3","0"
"2024 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","31","29","9","0"
"2024 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","18","18","3","0"
"2024 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","22","22","7","0"
"2024 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","435","434","120","0"
"2024 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","80","80","24","0"
"2024 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","18","16","3","0"
"2024 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","84","81","19","0"
"2024 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","37","37","14","0"
"2024 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","98","97","27","0"
"2024 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","239","235","58","0"
"2024 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","63","59","16","0"
"2024 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","11","11","3","0"
"2024 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","51","50","16","0"
"2024 General Election","09128","VILLAGE OF LAKE HALLIE - MULTIPLE COUNTIES","455","446","127","0"
"2024 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","10","10","2","0"
"2024 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","284","256","88","0"
"2024 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","966","957","284","0"
"2024 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","63","46","11","0"
"2024 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","53","52","10","0"
"2024 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","18","18","0","0"
"2024 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","4","4","0","0"
"2024 General Election","10006","TOWN OF COLBY - CLARK COUNTY","6","1","0","0"
"2024 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","14","9","0","0"
"2024 General Election","10010","TOWN OF EATON - CLARK COUNTY","26","20","5","0"
"2024 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","7","6","0","0"
"2024 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","31","31","3","0"
"2024 General Election","10016","TOWN OF GRANT - CLARK COUNTY","26","23","3","0"
"2024 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","13","0","0",""
"2024 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","22","20","0","0"
"2024 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","24","0","0",""
"2024 General Election","10024","TOWN OF HIXON - CLARK COUNTY","15","0","0",""
"2024 General Election","10026","TOWN OF HOARD - CLARK COUNTY","75","3","0","0"
"2024 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","24","23","9","0"
"2024 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","11","10","0","0"
"2024 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","9","7","0","0"
"2024 General Election","10034","TOWN OF LYNN - CLARK COUNTY","23","22","6","0"
"2024 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","21","21","3","0"
"2024 General Election","10038","TOWN OF MEAD - CLARK COUNTY","8","7","0","0"
"2024 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","17","9","2","0"
"2024 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","54","54","13","0"
"2024 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","5","0","0",""
"2024 General Election","10046","TOWN OF SEIF - CLARK COUNTY","3","3","0","0"
"2024 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","24","19","3","0"
"2024 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","28","24","0","0"
"2024 General Election","10052","TOWN OF THORP - CLARK COUNTY","31","18","5","0"
"2024 General Election","10054","TOWN OF UNITY - CLARK COUNTY","27","22","2","0"
"2024 General Election","10056","TOWN OF WARNER - CLARK COUNTY","9","7","1","0"
"2024 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","17","17","9","0"
"2024 General Election","10060","TOWN OF WESTON - CLARK COUNTY","16","13","3","0"
"2024 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","25","18","6","0"
"2024 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","12","12","0","0"
"2024 General Election","10066","TOWN OF YORK - CLARK COUNTY","22","22","5","0"
"2024 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","4","4","0","0"
"2024 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","20","19","2","0"
"2024 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","7","0","0",""
"2024 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","9","9","4","0"
"2024 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","44","44","13","0"
"2024 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","81","46","14","0"
"2024 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","40","36","11","0"
"2024 General Election","10246","CITY OF LOYAL - CLARK COUNTY","44","44","8","0"
"2024 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","119","118","36","0"
"2024 General Election","10265","CITY OF OWEN - CLARK COUNTY","13","10","0","0"
"2024 General Election","10286","CITY OF THORP - CLARK COUNTY","57","54","14","0"
"2024 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","53","52","9","0"
"2024 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","144","144","45","0"
"2024 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","22","22","5","0"
"2024 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","17","0","0",""
"2024 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","259","258","70","0"
"2024 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","56","56","17","0"
"2024 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","46","45","8","0"
"2024 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","28","28","8","0"
"2024 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","42","42","6","0"
"2024 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","71","66","12","0"
"2024 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","329","327","74","0"
"2024 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","78","78","19","0"
"2024 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","43","43","13","0"
"2024 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","34","32","0","0"
"2024 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","31","30","3","0"
"2024 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","314","311","85","0"
"2024 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","36","36","14","0"
"2024 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","19","18","0","0"
"2024 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","30","30","21","0"
"2024 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","191","191","60","0"
"2024 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","129","126","34","0"
"2024 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","37","37","9","0"
"2024 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","34","34","2","0"
"2024 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","9","9","2","0"
"2024 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","92","92","19","0"
"2024 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","11","10","2","0"
"2024 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","88","88","16","0"
"2024 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","172","170","63","0"
"2024 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","51","51","18","0"
"2024 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","28","20","8","0"
"2024 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","437","435","116","0"
"2024 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","299","276","84","0"
"2024 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","917","866","285","0"
"2024 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","195","182","46","0"
"2024 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","67","66","10","0"
"2024 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","49","44","0","0"
"2024 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","36","0","0",""
"2024 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","80","76","24","0"
"2024 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","11","10","2","0"
"2024 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","12","0","0",""
"2024 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","35","0","0",""
"2024 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","28","25","2","0"
"2024 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","36","36","0","0"
"2024 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","29","29","12","0"
"2024 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","14","14","0","0"
"2024 General Election","12106","VILLAGE OF BELL CENTER - CRAWFORD COUNTY","4","1","0","0"
"2024 General Election","12121","VILLAGE OF EASTMAN - CRAWFORD COUNTY","2","2","0","0"
